review_11,review_12,review_13
"Suasana nya karena y, banyak tanaman jadi feels fresh sejuk, tapi ada sedikit genamgan air di dalam restoran sepertinya air AC yang menetes, jadi bikin ga nyaman.Service masih ok.Makanan nya enak sih tapi cukup hargay, mungkin karena daerah kemang.Pas mau pesen mie sold out.Akhirnya pesen pizza ok, lumayan gurih.Nasi goreng kampung Shirataki 88k enak nih nasinya tuh dari beras Jepang yang kayak ketan gitu tekstur nya, enak sih bumbunya juga sedap. keseluruhan ok.#1Oct2023 #FoodieDiary2023","Mau rekomendasiin tempat PW buat nongkrong sama temen, kerja sama temen, dan makanan berat yang enak. Maaf banget cuma satu foto, yang lainnya ludess dimakan. Ok here we go, suasana nya terbilang sangat nyaman karena dalam ruangan dan smoking, ini win win solution buat orang yang tidak  ngerokok dan ngerokok bisa disatu tempat jadi sama2 tidak epanasan, untuk kopinya ada tuh “kopi lima detik” jadi dia tuh gedung tapi nyatu gitu, makanya kopinya kopi lima detik. Makanan nya enak, kalian harus coba deh masi daun jeruk (aku lupa namanya gais) tapi sekali nya kalian liat menu, kalian pasti tau kok yang saya  makan. Dan menurut aku harganya masih worth it karena porsinya tuh bikin perut kenyang, untuk minumannya ya standart kopi aja. Aku bisa bilang ini pw banget buat nongkrong dari siang sampe malem hahahaha, yaudah cus coba!","Tempatnya enak sih, berasa kya di greenhouse karena banyak daun-daunan tapi tidak dipisah area yang merokok sama etidak . Beberapa spot tempat yang bagus harus memesan tempat dulu tidak bisa langsung duduk.Jerk chickennya ini rasanya tidak   aneh, baby potatonya enak tapi ada bahan yang bikin tidak enak jadi terasa apek gitu makanannyaEs markisa kecombrang ini menunya unik, tapi rasanya jadi mirip sayur lodeh gitu, keknya lebih baik kalo markisa aja deh.Apple mint es teh rasanya seger tapi after tastenya tidak   mirip sabun cuci piring :/ entahlah kenapaTriple Waffle with Ice Oreo Scrumble ini adalah menu yang paling mending diantara yang lain yang saya pesen. enak manis suka.Mac dan  Cheese padahal makanan yang paling aman tapi rasanya di sini jadi biasa ajaCaesar Saladnya enak juga tapi potogan rotinya lumayan banyak ya ternyataService staffnya baikk tapi sayang makanannya tidak semuanya enak"
"suasana: tempatnya nyamaann g terlalu rame.  Terus ga terlalu dingin heheh.. ada area luar ruangan juga. Ada communal table dengan banyak colokanSERVICE: Nah sayangnya kok baristanya disini kurang friendly ya :( kea pas pesen diburu2... udh mana starbucks cardnya rusak jadi gabisa payment pake sb card.. biasanya di outlet lain dikasi kompensasi minuman di upsize, lah ini tidak ...DRINKS: gw pesen hot cappucino (42k).. ya kalo mnrt gw si kurang kuat ya.. harus tambah extra shot baru pas heheh","di siang hari sebelum attending suatu event, saya  mampir dulu kesini. Senengnya adalah di Starbucks sini ada Drip Coffee nya, jadi saya  mesen V60 nya dan kebetulan dapet ulang tahun reward dari Starbucks, jadi saya  nambah cemilannya yaitu Taro Cake. saya  suka dengan kopinya, bitter dan acidity nya sesuai dengan selesar saya . untuk kue nya juga enak, ga terlalu manis dan jadi condiment yang pas untuk kopi saya . Yummy!","Starbucks Coffee, coffee shop asal Amerika Serikat ini punya cabang di berbagai mall maupun di gedung perkantoran. Tempatnya di sini terasa nyaman untuk bekerja, baik di di dalam maupun luar areanya.Kali ini ak memesan Ice Caramel Macchiato (Rp 57k) ukuran Tall. Latte dengan vanilla syrup dan caramel sauce di atasnya. Rasa kopi yang pahit, pas banget dengan manisnya caramel sauce dan aroma wangi vanilla. Salah satu minuman favoritku di Starbucks dan kebanyakan orang lainnya."
"Ke sini dan melihat tape dan kaset2 jadul, brings a lot of memories banget. Bagian ini yang #photofriendly banget. Pesan es kopi susu gula aren dan nasi cumi pedas, total IDR 50K, worth it banget kan? Dan rasa nasi cuminya enak, gurih pedasnya dapat. Cuma sayangnya tempatnya kecil, hanya ada 3 meja, jadi ya tidak  bisa nampung banyak. Ada juga tempat duduk di luar dan di samping, semacam semi luar ruangan. Tapi dengan cuaca panas, memang mendingan duduk di dalam saja. Sebaiknya ke sini dengan kendaraan umum saja, karena jalannya kecil, ribet mikir mau parkir di sebelah mana, bahkan untuk motor. pelayanannya baik banget dan ramah. Suasananya juga menyenangkan, ngobrol dan ngopi:makan sambil ditemenin musik yang mengalun.  Kadang suka posting di IG: @hobinyaria atau di Google Maps, or di Blog. Boleh2 DM kalau ada yang mau ditanyakan.","Sesuai namanya, musik yang diputar di kafe yang satu ini merupakan musik bossanova yang terkesan tenang. Di dalamnya ada kaset-kaset dengan pita, pirigan hitam, serta pemutar pirigan hitam.Untuk tempatnya sendiri tidak besar. Lokasinya ada di kawasan perumahan dan sejujurnya tidak  terlalu terlihat kalau dilewati sepintas. Kalau kalian ke sini dan bawa kendaraan, harus parkir di tempat lain karena depan kafe tidak   sulit parkir.Tempat duduknya ada beberapa kursi di bagian depan, sedangkan di area dalam ruangan ber-ACnya hanya ada 3 meja. Selain itu ada beberapa stop kontak dengan interior yang bernuansa jadul karena menggunakan kursi kayu serta dan dekorasi lainnya yang setema.Untuk menu di kafe ini terbatas. Opsi nasi maupun kopinya hanya ada 3 macam. Namun ketika saya datang, yang ready di etalase hanya cumi. Jadinya saya mencoba cumi.Saat ini, pembayaran di kafe ini hanya ada 2 opsi. Opsinya hanya ada cash maupun via transfer BCA.Saya mencoba :1. Nasi Cumi Merah (Rp. 25.000)Harganya tergolong sangat murah dan tidak ada tambahan tax maupun pelayanancharge.  Seporsi berisi nasi dengan 5 atau 6 potong cumi asin yang ukurannya cukup besar. Beneran deh, harganya bahkan lebih murah ketimbang warteg di dekat rumah saya yang menjual sepotong cumi asin goreng yang ukurannya lebih kecil dengan harga 5 ribu per pcs. Padahal ini ber-AC.Ukuran cuminya besar dan rasa pedasnya sungguhan nambanget. Awalnya hanya terasa sedikit pedas sekaligus gurih asin dari cuminya. Aroma cuminya juga tidak berbau amis, lho.After tastenya semakin lama semakin pedas. Karena kurang tahan pedas, saya tidak  sanggup menghabiskan cumi potogan terakhir yang besar. Namun kalau kalian suka pedas, ini harus banget dicoba.2. Es Kopi Jamu (Rp. 25.000)Mocktail kopi yang satu ini beneran murah, apalagi ini di Jakarta. Based kopinya merupakan kopi hitam yang dicampur jamu.Saya request less sugar dan rasanya unik. Terasa hint pahit kopi sekaligus rempah dari jamu serta sedikit rasa manis. Saya suka banget kopi yang satu ini...Pelayanan di sini juga cukup ramah, lho. Kalau dibdan ingkan rasa dan harga, tempat ini jelas sangat worth untuk dikunjungi.","Kalau kalian cari tempat makan siang dengan tempat yang lucu, menarik dan punya suasana nyaman serasa di rumah, coba deh mampir ke Bossanova ini.Lokasinya ada di daerah Kramat dan tidak  terlalu jauh dari Halte Busway Kramat Sentiong, jadi masih mudah diakses dan tidak  sulit ditemukan. Bangunannya memang berbentuk rumah, tidak  terlalu besar tapi lucu banget dan cukup nyaman. Di bagian depan ada beberapa bangku dan di sampingnya juga ada smoking area. Untuk non-smoking areanya sendiri hanya ada 3 meja dengan kapasitas 10 orang. Di dalamnya juga ada toilet yang bersih. Interior di sini menarik banget, vintage suasananya terasa dan saya suka karena playlistnya asik banget, lagu-lagunya dari pirigan hitam yang antimainstream tapi nyaman di teliga dan sukses bikin betah.Untuk menu di sini memang tidak  terlalu banyak dan menunya ala-ala rumahan dan Indonesia gitu dengan harga maksimal 30rb. saya sekalian makan siang jadi saya coba nasi ikan suwir (25.000) dan es kopi aren (25.000) untuk minumannya. Porsi makanannya lumayan banyak dan mengenyangkan, ikan suwirnya melimpah dengan rasa yang enak dan cukup pedas. Nasinya pulen dan hagat jadi makin enak, tapi buat saya pribadi ikannya lumayan pedes jadi tidak  abis :( Kalau es kopi aren menuruntuk u just ok."
"Bought green teh cream for some refreshment, not bad just enough amount of sweetness. My pick from Starbucks if i am not looking into something sweet. The place is in Lulu Hypermarket. For more tersorots dan  pictures:IG 📸 @eatfoodtravel Do not hesitate to DM me ❤️Thank you","Menempati gedung yang sama dengan Supermarket dari Timur Tegah. Jika duduk di luar, dapat bonus angin sepoi2 yang bikin gantuk.Opik pesan Fresh Brewed Coffee (27k) tanpa gula seperti biasa. Untuk peminum kopi murni tanpa gula, ini termasuk menu hemat di Starbucks. Kali ini dapat Cup-nya yang bermotif Batik lucu dengan warna dasar toska. Kopinya bisa langsung diminum karena panasnya pas.","Wih outlet sbux disini nyaman banget. suasana nyaman, adem, tenang, kerja konsen banget. Saya tertarik mencoba  varian baru “Lemon Merinsaya  Latte” setelah direkomen sama barista. Dan ternyata emang enak dan perpaduannya pas, tidak merusak rasa kopinya 👍🏻👍🏻👍🏻 toppingnya whipped cream dengan saus lemon dan lemon merinsaya  bikin sensasi berbeda yang asik!Cemilannya “Espresso Brownies” yang rasanya selalu enak dan tidak membosankan."
"Cafe dengan tempat yang nyaman, harga yang terjangkau, dan pegawai nya yang sopan dan ramah banget.Makanan dan minum nya enak-enak dan bervariasi.Fix balik lagi sih ke sini.saya  berdua sama temen ke Cafe ini dia bilang kita harus balik lagi ke sini cuy tempat dan makanan minuman nya juga enakk...Thank you Kalea","Mampir ke Kalea karena diajak temenku, ternyata samping nya tuh cafe yang pernah ku datangin wkwk.Tempatnya sendiri cukup nyaman, barista nya juga friendly. Aku pesan Iced Chocolate request less sugar dan ternyata enak dong! Tipe chocolate yang tidak   creamy.","Iseng mampir ke sini dan wah sepertinya  tidak bisa bawa mamak2 manula nih.Jujurly, di area luar, tempatnya #photofriendly , didominasi sama warna hitam putih. Areanya: luar dan semi luar ruangan. Indoornya? Ada! Adem pula. Tapi kyk terkurung di pojokan dalam kedai kopi ini. Jadi tidak ok aja buat saya.Saya cari aman, pesan butterscotch coffee. Sirup butterscotch lumayan lah buat jadi semacam pemanis. Karena rasa kopinya lumayan kuat juga. Kadang suka posting di IG: @hobinyaria atau di Google Maps or di Blog. Bole2 kok kalau mau nanya2, DM aja."
"ice cream es teler (40K) : rasa eskrimnya mirip es teler  tapi kok asin dikit ya. tapi ok, waktu pesen mau coba yang coklat tapi habis.","Hello Sunday bisa dijadikan salah 1 tempat pilihan buat ngedessert pas kalian nunggu film dimulai karena letaknya persis didepan XXI.Salah satu menu rekomendasinya sih Waffle Bar, waffle dan es krimnya bisa kita pilih sesuai selera.Pilih rasa es teller karena penasaran gimana rasanya dan ternyata enak deh, untuk wafflenya disaranin pilih yang dan an jadi saya iyain aja dan rasa wafflenya biasa aja sih gk terlalu spesial.Tempatnya tidak begitu besar tapi cukup nyaman dan pelayanannya cepat dan ramah.","ini tempatnya oke banget begitu masuk lgsg dingin banget, apa karena dia jualan es? 😂 pas masuk banyak staff yang sopan dan ramah banget untuk ngelayanin tamu2 yang masuk. pesan dong, pas saya makan ini rasa esnya kayak kapas tau2 abis aja. tidak terlalu manis dan bikin enek. toppingnya iuga ngebaur sempurna yah di vanillanya. chill!"
"Mampir bentar untuk menikmati espresso brownies dan iced white chocolate mocha (lebih creamy, like it) serta a cup of hot chocolate.Bagusnya sih, standar minuman sama makanannya, di mana2 sama. Jadi, mau nongkrong di cabang yang mana aja, ya minumannya kurang lebih akan sama enaknya. Ttidak l masalah lebih sering nongkrong di mana aja sih. Pelayanannya juga baik dari mereka.","Betul banget, selalu ke starbucks karena kalau promo itu jadi worth banget deh. Aku selalu menyempatkan mampir dan nongkrong sejenak di sbux karena promo b1g1 atau 50%.Kali ini lagi ga pengen ngopi dan pengen yang seger2 aja jadi aku beli : rasberry blackcurrant frapuccino dan adiku dengan kesukannya order matcha fussion espresso dan add espresso biar lebih mantep sih. Ohya kalau kalian punya tumbler or bottle nya better dibawa terus y biar ngurangin dampah plastik hihihi.Ohya khusus sbux di atrium ini kalau aku perhatikan, pengunjungnya banyakan orang india dan beberapa turis, sangat jarang aku lihat orang indo yang nongkrong di sbux atrium ini hehee.","Another summer beverage again this time, i begin to collect the cangkir yang dapat digunakan kembalis i saya ss 😂 i prefer the matcha rather than the citerus. Citerus tasted more like es lemon teh in an orange kind of taste. Love the jelly inside the matcha. The place is in Atrium Senen ground floor. For more tersorots dan  pictures:IG 📸 @eatfoodtravel Do not hesitate to DM me ❤️Thank you"
"Starbucks manapun sudah cocok banget dijadikan tempat kerja di cafe. Aku memilih Starbucks dekat rumah, Cijantung Mall buat kerja di cafe bareng teman. Suasananya oke, etidak  ramai hirau bigau, intinya pas lah tempatnya ditambah colokan di mana-mana.Aku pesan double choco frappe yang venti pakai reward, jadinya harganya diskon 50%. Win-win banget karena aku suka choco frapper starbucks. Rasanya enak, pas.","Udah cukup lama sih Starbucks di Cijantung. Tapi kehadirannya itu jadi pendan a bahwa Cijantung sudah semakin maju, selangkah menjauhi keterttidak lan.Sama aja kayak gerai Starbucks lainnya, Starbucks di Cijantung sama nyamannya. Selalu puas sama pelayanan mereka. Even aku yang cuman beli croissant (tidak  kefoto) dan temenku yang beli vanila cream. Kami ngobrol cukup lama di Starbucks dan memang begitulah Starbucks, tempat nyaman untuk ngobrol dengan teman lama.For the taste, aku cukup suka dengan croissant mereka. Walaupun tidak   rapuh tapi it still taste good.","Diantara semua coffee tetep yang paling juara coffee ya starbucks .harga sebdan ing sama rasanya, pelayanannya 5S (senyum, salam, sapa, sopan, santun), tempatnya ? Ga usah ditanya bikin betah! Dan bisa berjam”, sampe lupa waktu buat pulang . baristany super ramah. tiap ke mall cijantung tidak pernah kelewat buat ke starbucks sambil baca buku dan cocok buat saya yang selalu ‘me time’ Tempatnya bersih. Love it!♥️"
"In frame : J.cool to go (55k)Untuk menu yang to go ini bisa dapat 4 topping yang isinya strawberry, anggur, peach dan kiwi. Packaging to go nya proper banget karen yogurtnya tidak mencair pas sampai di rumah. Untuk yogurtnya oke dan buahnya fresh semua. Sudah sudah dengan sendoknya juga.","Habis belanja, duduk nyantai dulu di sini. Order “Thai teh” dan “J.Cool”.Varian frozen yogurt-nya enak, ga cepet meleleh, toppingnya juga banyak variasi. Thai teh sedikit kurang bold, level manisnya pas, dapat gratis 1 donat glazed. Pelayanannya baik, seatingnya lumayan banyak.",tidak ada review
"Siang ini berkunjung ke 3Times Bakery dan Kitchen bareng mamaku yang memang kepengen makan nasi kerabu. Pelayanan di restoran ini sangat ramah dan waktu penyajian cukup cepat. Bahkan staff menyediakan extra piring dan lilin tanpa diminta.Sebenarnya aku kepengen mencoba rotinya. Sayang banget rotinya lagi tidak  ada hari ini.Aku mencoba :1. Nasi Lemak Ayam Rempah (Rp. 68.000)Seporsi berisi nasi kerabu, telur dadar, perkedel jagung, sejenis ikan renyah, kacang goreng dan sambal ireng. Rasa semua lauknya enak. Biasanya ikan model begini bakal alot. Namun ikan ini renyah dan cocok dimakan dengan nasi. Daging ayamnya pun empuk dengan rempah yang meresap. Ketika dimakan begitu saja terasa gurih.Perkedel jagungnya tidak berminyak dan rasanya gurih. Dimakan hagat bakal semakin enak. Untuk sambalnya juga pas pedasnya. Satu-satunya kekuragan, hanya pada rasa nasi lemaknya. Nasi lemaknya cenderung hambar, sedangkan rasa lauknya yang enak menambah rasa pada nasi lemaknya.2. Rujak Medan (Rp. 55.000)Buahnya cukup segar dan pepayanya enak. Teksturnya padat namun tidak  super keras dan kering. Porsinya benar-benar besar. Aku makan berdua mamaku dan kami masih tidak  habis.Kami request cabai 1 saja dan staff bahkan menawarkan dipisah saja. Aku suka saus rujaknya yang terasa kacangnya, gurih dan manisnya pas. Padahal biasanya aku tidak  suka rujak...Oh, ya. Kebijakan restorannya beneran baik, lho. Harganya malah rounding ke bawah. Padahal aku bayar pakai kartu dan sebenarnya angkanya tidak  bulet juga bisa. Tagihanku yang harusnya Rp. 175.950 jadi cuma Rp. 175.900. Aku mention ini karena banyak restoran yang cenderung round up, bahkan sampai 800 rupiah ke atas meski pakai kartu :'(Sayang banget entah kenapa restoran ini beneran sepi. Selama duduk lebih dari 2 jam cuma ada 3 meja terisi termasuk mejaku. Semoga restoran ini bertahan lama.","Kali ini bareng temen2 dan anabul lunch di 3times.Service ok, walau lg rame tapi makanan cukup cepat tersedia.Kwetiaw goreng Udang 55k enak banget sampe pesen berkali2, bumbunya tuh endes, dari rasa asin gurih nya semua pas. Roti patidak ng nya juga enak, renyah wangi butter.Ohya anabul juga happy bisa bebas berkeliaran (dgn pampers) Pokoke happy deh","Dari depan ada boneka cute bear yang besar, lantai 1 jual berbagai macam roti dan ada dining area juga tapi terbatas, lantai 2 full dining area. Suasana homie gitu tempat nyaSerasa beneran makan di rumah.Ohya disini ternyata pet friendly, boleh bawa dogie ke area ruang makan asal tdk metidak nggy tamu lain tentunya, jadi tetap dlm pengawasan pet owner yah Service ok responsif.Kopinya enak sih cukup kuat dan tidak terlalu manis, harganya pun afordable 25-28k. Roti patidak ngnya juga enak, renyah wangi butterMie ayam 35k enak kenyel mie nya.Siomay 25k gurih ukuran nya juga pas. keseluruhan ok kita suka, bakal datamg lg buat mencoba  menu lain."
"Brown sugar bobanya emang enak banget, susunya lumayan creamy, bobanya dengan ukuran yang lebih kecil daripada boba pada umumnya dan kenyel banget kaya mochi. Goodjob 👍🏻👍🏻","IG  : egabrielapriskaCari yang seger-seger lagi yuk! Siapa sih yang gatau sama Gulu Gulu Cheese teh? Menuruntuk u minuman disini manisnya pas dan banyak juga pilihannya. karena penasaran sama bobanya (iya,biasa aku ga pesen yang pake topping), akhirnya aku pesenlah boba brown sugarnya. Ternyata rasanya enak dan tekstur bobanya itu ga keras, tapi kenyalnya juga pas. Okelah pokoknya.","Postingan ini saat sudah bisa dine inSaya sudah sering lewat gulu gulu sini, karena dekat dengan tempat saya suka jemput keluarga Setelah lihat ternyata harganya lumayan oke untuk rasa minumannya Sebagai cokelat mania, pasti saya beli dark choco tanpa cheese dan boba Well kalian pikir pasti kenapa tidak beli di tempat lain aja kalo tidak mencoba dish nya sesuai pesanan biasa , well emang gitu selera saya Lumayan recommend sih minuman nya dan tempat nya lumayan nyaman juga buat org gatapi wkwkwk"
"NEW!!!Gingerbread latte edisi holiday. Beli ukuran tall (61k) pilih yang hot. Request less sweet. Oke berasa gingernya lumayan kuat, ada aroma cinnamon juga. Wangi sih. Rasa kopinya juga oke. keseluruhan perpaduannya pas. enak diminumnya sampai habis..","Yg baru lagi dari starbuck. Berbagai olahan dengan almond. Saya kali ini order minumannya yang dingin. Almond Cream Cold Brew (61k tall size). Untuk cold brew yang pernah saya coba paling suka yang ini. Suka sama perpaduannya. Pahit tapi enak ada creamynya juga, wangi kopinya dapet pas diminumnya pun bikin seger. Minumnya jugan pake sedotan biar lebih jos di tenggorokan.",Brownis kopi cokletanya kotak enak rasanya berasa banget manis pahit coklat kopinya. Minumnya teh panasnya starbucka. Nah sambil makan sambil minum. Jadi pas manisnya terus ngeblend sama brownisnya dimulut.sepertinya  ukuran brownisnya sekarang tidak   lebih besar dibdan ing dulu tidak   kecilan.
"Oke jadi sebagai pecinta daging2an, ini aku hsrus datang biar ga penasaran lagiAwaldatang, kaget sig 2 potong sosis dicas 90K walau udah sama sides. Tapi karena yolo, aku pesan aja komplit. Kena cas 600KStart from the fries, ini jujur ga nanggung mereka bumbuinnya. Kerasa micin dan gurih. Krispi dan lembut juga.Side dishnya enak, jadi aku ga nanggung2 ke sosis dan ternyata aku ngerti kenapa 90K. Rasa sosisnya ga kayak sosis beku. Dapet rasa smokednya dan wajib dicocol.Untuk brisket menuruntuk u masih standar. Lemtapi tapi ga sejuicy yang ada di t-kt-k orang pamer beisket biasanya. Tapi aku masih menyayangkan pesennya yang 200gr bukan 300gr wkwkkUntuk burger dagingnya juicy, smoked, dan ga pelit. Roti juga ga benyek.Taco dan quesadilla menuruntuk u oke lah. Ke depan mungkin aku stick ke brisket aja instehd of those two.Ayam juga standar. Walau udah smoked tapi rasa standar lah (ga terlalu worth it unless you are a chicken connoisseur)Pilihan saus ada 2 yaitu mustard dan truffle(?). Dikasih juga mexican chili sauce dan cocok buat brisketnya (dan ini dari aku yang umumnya ga suka saus sambal/saus tomat)Pelayanan dan suasananya standar kafe, jadi ya gitulahThis is not gonna be your daily food, tapi at least try it once. You will not regret it, meatlovers :)","mencoba  salah satu restoran yang sudah ada beberapa cabang ini. menu dan alan nya tentu saja smoked beef brisket dengan 3 pilihan ukuran. Saya mencoba  Smoked brisket 200g (166k) dan tonsaya  (90k). Untuk minumnya saya pilih dr.Pepper (45k). Untuk menu brisket dan tonsaya , kita bisa memilih 3 jenis side dish, yaitu potato wedges, fries dan nachos. saya memilih wedges dan nachos. untuk saus nya kita bisa mendapatkan barbeque dan mushroom kalau tidak salah. smoked brisket nya menurut saya pribadi kurang begitu cocok. saya yakin sudah sesuai teknik memasak dan membumbuinya, namun saya merasa kurang aja untuk rasanya, masih kurang berasa dan karena kurang berasa jadi dominan rasa benyek nya aja. Saya oke aja dengan tekstur nya karena saya suka brisket atau beef belly meskipun tidak dibumbui, tapi ini kan kebetulan menu nya memang menu yang brisket slow cooked. Untuk lidah nya yang sangat tidak mengecewakan. Mungkin karena saya memang suka lidah, menurut saya lidah nya oke banget. Untuk salad nya saya juga suka, dressing nya enak. Wedges nya dimasak nya pas dan nachos nya juga gurih.Tempatnya nyaman, pelayanan nya juga baik, informatif dalam menjelaskan menu. toilet juga bersih.","enak banget brisket burgernya, dagingnya empuk, saos bbq pas 👌🏻, pesan nachos buat sharing juga enak 👌🏻"
"Beli promo yang botolan 1 liter, beli 2 botol cuma 149k pilih yang green teh sama creamy vanilla latte. Lebih hemat sih menurut gw bisa disimpen kulkas sampe 3 harian. 2 liter bisa sampe 8x minum, dibdan ingkan beli langsung pergelas jauh lebih hemat pastiny 😆","outlet nyakecil dan no privacy. Ada di pinggir railing gitu. mencoba minuman terbaru “Black Sesame Matcha Latte with Taro Foam” ukuran Grdan e.Lumayan enak dgn campuran rasa sesame dan matchanya cukup bold, toppingnya foam taro juga berasa, tapi kuantitasnya ga sesuai dgn gambar 😅",My favorite Starbucks seasonal drink! Toffee Nut Latte namanya. Minuman ini hanya muncul menjelang Natal 😘Kangen berat sama sentuhan sirup toffee nut yang manis berpadu dengan espresso dan fresh milk. A MUST!
"Croco merupakan salah satu tempat yang beroperasi di Mall Ciputra. Tempatnya cukup luas dan nyaman buat kerja di cafe karena ada stop kontak.Selain croissant, mereka juga menjual menu semacam nasi, kwetiau dan sejenisnya karena gabung dengan Chopstix.Saya mencoba :1. Butterfly Pea Latte Ice (Rp. 47.000)Kopinya cukup milky dan manisnya pas karena saya minta leas sugar. Rasa kopi tidak terlalu kuat.2. Berry Cheese Machiatto (Rp. 44.000)Rasa berrynya terasa dan tidak  watery. Di atasnya ada cream cheese gurih.3. Smoked Chicken (Rp. 65.000)Butter croissant renyah dan flaky. Isiannya ada sayur, smoked chicken yang well seasoned dan cheese.4. Stehmy Mushroom dan  Chicken Rice (Rp. 55.000)Nasinya tidak terlalu kering, gurih dan seasoning hainamnya pas. Rasa jahenya lumayan terasa dan ayamnya pun empuk. Porsinya cukup besar.5. Choux Matcha (Rp. 20.000)Rasa matchanya sangat terasa dengan kulit choux yang tidak terlalu kering. Matchanya bitter sweet.","Liat tempatnya sih kayanya menarik ya jadi kepengen nyoba.  Kaya²nya lumayan mahal nih harga makanannya tapi ya itu memang bener sih dengan tempat yang super karena y tapi kalo makanan biasa aja jadi kurang seru yaMakanan yang kami order itu nasi ayam mentega tapi memang biasa banget sih...rasa²nya ya itu, manis yah ada asin²nya juga dengan nasi yang lumayan bisa bikin kenyang dibdan rol harga lumayan apalagi kena tax pulaPelayanan jugaa cukup oke dengan senyum yang lumayan ramah melayani kami berdua","Ke sini coba2 tanya siapa tau masih kebagian Cromboloni yang lagi viral ternyata udah abiss.. Jadi order Butter Croissant sama Must Try Chocolatine aja deh, croissantnya renyah dengan wangi butter. Tempatnya cukup luas dan karena y."
"Entah berapa lama sejak terakhir kali aku ke J.Co mesen donat banyak begini wkwkwk ... Biasanya ke J.Co mesen kopi Kali ini mesen donat. Oke, ya jujur aja si donat J.Co dari dulu sampe sekarang tidak  pernah bikin masalah. Tetep enak dan berkualitas. Tempatnya juga selama  aku di sana bisa nyaman buka laptop. Meskipun tanpa colokan tanpa wifi sih wkwkwkkeseluruhan, no complain. J.Co is still a J.Co. Worth to try. Happy trying!","Kalau soal donat sih, ini emang juara deh! Dari teksturnya lembut banget, empuk. Isiannya melimpah dan rasanya bikin nagih. Harganya juga kantogable banget dan puas aja. Untuk tempat sih disini asik ya, lumayan banyak kursi dan pilihan rasa, asik juga dan lumayan sambil nunggu film tayang di Bioskop, bisa luangkan waktu disini tapi tidak  bisa untuk kayang ya","Sudah memasuki bulan ramadhan, biasanya scedule acara semakin banyak, mulai dari buka bersama, pegajian, bahkan ada yang sahur bareng. Nah kemaren saya  habis pegajian di rumah keluarga besar, saya  dapet JCO yang di pesan dari Kalibata Plaza. Keliqrga saya  beli donatnya 2 lusin yang donatnya terdiri dari tiramisu, vanilla almon, cereal choco, green teh, strawberry, coklat , dll.Nah kemaren saya  gambil yang coklat , vanilla almon, strawberry. Semua donut yang saya  ambil adalah donut filling.Buat saya  dari segi rasa udah pasti enak. Donatnya moist, lembut, isinya lumer, dan toppingnya juga mantep. Rasa kemanisannya buat saya  pas dan tidak bikin eneg. Yang paling saya  suka sih vanilla almon yang tidak cuma terasa enak, tetapi ada aroma almonnya. keseluruhan untuk donatnya, LIKE IT!keseluruhan saya  selalu puas dengan JCO Donuts. Buat saya  kalau soal donut, JCO yang paling enak setelah mister donut. nanti time saya  pasti akan beli lagi donutnya."
"Quite place to hang out with your friends or work from cafe. Love the atmosphere, the pelayananwas good enough.We ordered: Nutella marble kue: I dont like the texture, it's not moistStrawberry milk: okTahu bakso: quite deliciousGinger lemon grass: love it.","Padahal ni tempat deket sih arah kerjaanku. Gajadi mulu lol, cus deh aku ajak temen kesini. Bisa dibilang tempatnya luas, ok banget buat kongkow ramean. Infonya tiap kamis jumat sabtu/jumat sabtu minggu ada live musicnya.Kita pesen:1 air mineral (equil)1 Lotus biscoff milk : ini kurang enak, tidak   light rasanya1 northfield coffee : ini pesananku dan gaenak! Susu banget, bisa dibilang tidak   hambar, kopi juga light banget bahkan ga terasa. Dominan manis. Ewh.1 northfield platter: ini ok banget buat sharing. Bikin kenyang juga loh. Yum!Ga terlalu lama duduk disini karena ada janji lagi. Mau sih nanti time jadi spot temu kangen. Stafnya cukup ramah bahkan minta kontakku karena aku blg baru pertama kali kesini.","Northfield Coffee dan Resto ini pindah lokasi dari Kelapa Gading ke Cempaka Putih. Letaknya di belakang BCA Cempaka Putih.Untuk tempat jauh lebih besar dari yang di Kelapa Gading. Tempatnya lebih ke rumah kalau dari luar. Dia ada luar di bagian dalamnya. suasana sih enak dan bikin betah.Menunya selain minuman ada juga makanan. saya pas ke sini pesan take away tuna pasta pakai sambal matah, lupa nama tepatnya. Pastanya cukup enak dan rasa sambal matahnya cukup dapet.Sembari menunggu pesanan, saya pesan black mercy signature. Jadi ini double shot espresso pakai lychee syrup. Lumayan bikin melek."
